team,billing_county,county,,state_abbr,state_name,state_fips,geo_type,county_name,county_name_full,join,GEOID
St. Louis Blues,"St. Louis City, MO",St. Louis City, MO,MO,Missouri,29,County,St. Louis City County,"St. Louis City County, Missouri",St. Louis City County29,47059
St. Louis Blues,"Franklin, MO",Franklin, MO,MO,Missouri,29,County,Franklin County,"Franklin County, Missouri",Franklin County29,19025
St. Louis Blues,"Sangamon, IL",Sangamon, IL,IL,Illinois,17,County,Sangamon County,"Sangamon County, Illinois",Sangamon County17,47059
St. Louis Blues,"Boone, MO",Boone, MO,MO,Missouri,29,County,Boone County,"Boone County, Missouri",Boone County29,#N/A
St. Louis Blues,"Cape Girardeau, MO",Cape Girardeau, MO,MO,Missouri,29,County,Cape Girardeau County,"Cape Girardeau County, Missouri",Cape Girardeau County29,19025
St. Louis Blues,"Greene, MO",Greene, MO,MO,Missouri,29,County,Greene County,"Greene County, Missouri",Greene County29,27025
St. Louis Blues,"Monroe, IL",Monroe, IL,IL,Illinois,17,County,Monroe County,"Monroe County, Illinois",Monroe County17,12069
St. Louis Blues,"Lincoln, MO",Lincoln, MO,MO,Missouri,29,County,Lincoln County,"Lincoln County, Missouri",Lincoln County29,48159
St. Louis Blues,"Adams, IL",Adams, IL,IL,Illinois,17,County,Adams County,"Adams County, Illinois",Adams County17,#N/A
St. Louis Blues,"St. Francois, MO",St. Francois, MO,MO,Missouri,29,County,St. Francois County,"St. Francois County, Missouri",St. Francois County29,47059
St. Louis Blues,"Clinton, IL",Clinton, IL,IL,Illinois,17,County,Clinton County,"Clinton County, Illinois",Clinton County17,19025
St. Louis Blues,"Johnson, KS",Johnson, KS,KS,Kansas,20,County,Johnson County,"Johnson County, Kansas",Johnson County20,47087
St. Louis Blues,"Macoupin, IL",Macoupin, IL,IL,Illinois,17,County,Macoupin County,"Macoupin County, Illinois",Macoupin County17,48159
St. Louis Blues,"Jackson, MO",Jackson, MO,MO,Missouri,29,County,Jackson County,"Jackson County, Missouri",Jackson County29,31045
St. Louis Blues,"Cole, MO",Cole, MO,MO,Missouri,29,County,Cole County,"Cole County, Missouri",Cole County29,19025
St. Louis Blues,"Williamson, IL",Williamson, IL,IL,Illinois,17,County,Williamson County,"Williamson County, Illinois",Williamson County17,48249
St. Louis Blues,"Warren, MO",Warren, MO,MO,Missouri,29,County,Warren County,"Warren County, Missouri",Warren County29,21219
St. Louis Blues,"Marion, IL",Marion, IL,IL,Illinois,17,County,Marion County,"Marion County, Illinois",Marion County17,12069
St. Louis Blues,"Randolph, IL",Randolph, IL,IL,Illinois,17,County,Randolph County,"Randolph County, Illinois",Randolph County17,47059
St. Louis Blues,"Jefferson, IL",Jefferson, IL,IL,Illinois,17,County,Jefferson County,"Jefferson County, Illinois",Jefferson County17,47087
St. Louis Blues,"Scott, MO",Scott, MO,MO,Missouri,29,County,Scott County,"Scott County, Missouri",Scott County29,47059
St. Louis Blues,"St.e Genevieve, MO",St.e Genevieve, MO,MO,Missouri,29,County,St.e Genevieve County,"St.e Genevieve County, Missouri",St.e Genevieve County29,47059
St. Louis Blues,"Marion, MO",Marion, MO,MO,Missouri,29,County,Marion County,"Marion County, Missouri",Marion County29,12069
St. Louis Blues,"Effingham, IL",Effingham, IL,IL,Illinois,17,County,Effingham County,"Effingham County, Illinois",Effingham County17,19025
St. Louis Blues,"Jackson, IL",Jackson, IL,IL,Illinois,17,County,Jackson County,"Jackson County, Illinois",Jackson County17,31045
St. Louis Blues,"Perry, MO",Perry, MO,MO,Missouri,29,County,Perry County,"Perry County, Missouri",Perry County29,40111
St. Louis Blues,"Christian, MO",Christian, MO,MO,Missouri,29,County,Christian County,"Christian County, Missouri",Christian County29,19025
St. Louis Blues,"Phelps, MO",Phelps, MO,MO,Missouri,29,County,Phelps County,"Phelps County, Missouri",Phelps County29,40111
St. Louis Blues,"Clay, MO",Clay, MO,MO,Missouri,29,County,Clay County,"Clay County, Missouri",Clay County29,19025
St. Louis Blues,"Bond, IL",Bond, IL,IL,Illinois,17,County,Bond County,"Bond County, Illinois",Bond County17,#N/A
St. Louis Blues,"Jersey, IL",Jersey, IL,IL,Illinois,17,County,Jersey County,"Jersey County, Illinois",Jersey County17,47087
St. Louis Blues,"Montgomery, IL",Montgomery, IL,IL,Illinois,17,County,Montgomery County,"Montgomery County, Illinois",Montgomery County17,12069
St. Louis Blues,"Perry, IL",Perry, IL,IL,Illinois,17,County,Perry County,"Perry County, Illinois",Perry County17,40111
St. Louis Blues,"Washington, IL",Washington, IL,IL,Illinois,17,County,Washington County,"Washington County, Illinois",Washington County17,21219
St. Louis Blues,"Franklin, IL",Franklin, IL,IL,Illinois,17,County,Franklin County,"Franklin County, Illinois",Franklin County17,19025
St. Louis Blues,"Callaway, MO",Callaway, MO,MO,Missouri,29,County,Callaway County,"Callaway County, Missouri",Callaway County29,19025
St. Louis Blues,"Camden, MO",Camden, MO,MO,Missouri,29,County,Camden County,"Camden County, Missouri",Camden County29,19025
St. Louis Blues,"Christian, IL",Christian, IL,IL,Illinois,17,County,Christian County,"Christian County, Illinois",Christian County17,19025
St. Louis Blues,"Butler, MO",Butler, MO,MO,Missouri,29,County,Butler County,"Butler County, Missouri",Butler County29,#N/A
St. Louis Blues,"Pulaski, MO",Pulaski, MO,MO,Missouri,29,County,Pulaski County,"Pulaski County, Missouri",Pulaski County29,47059
St. Louis Blues,"Madison, MO",Madison, MO,MO,Missouri,29,County,Madison County,"Madison County, Missouri",Madison County29,48159
St. Louis Blues,"Morgan, IL",Morgan, IL,IL,Illinois,17,County,Morgan County,"Morgan County, Illinois",Morgan County17,12069
St. Louis Blues,"Laclede, MO",Laclede, MO,MO,Missouri,29,County,Laclede County,"Laclede County, Missouri",Laclede County29,48159
St. Louis Blues,"Coles, IL",Coles, IL,IL,Illinois,17,County,Coles County,"Coles County, Illinois",Coles County17,19025
St. Louis Blues,"Osage, MO",Osage, MO,MO,Missouri,29,County,Osage County,"Osage County, Missouri",Osage County29,40111
St. Louis Blues,"Stoddard, MO",Stoddard, MO,MO,Missouri,29,County,Stoddard County,"Stoddard County, Missouri",Stoddard County29,47059
St. Louis Blues,"Jasper, MO",Jasper, MO,MO,Missouri,29,County,Jasper County,"Jasper County, Missouri",Jasper County29,47087
St. Louis Blues,"Gasconade, MO",Gasconade, MO,MO,Missouri,29,County,Gasconade County,"Gasconade County, Missouri",Gasconade County29,42031
St. Louis Blues,"Taney, MO",Taney, MO,MO,Missouri,29,County,Taney County,"Taney County, Missouri",Taney County29,46007
St. Louis Blues,"Greene, IL",Greene, IL,IL,Illinois,17,County,Greene County,"Greene County, Illinois",Greene County17,27025
St. Louis Blues,"Pike, IL",Pike, IL,IL,Illinois,17,County,Pike County,"Pike County, Illinois",Pike County17,40111
St. Louis Blues,"Platte, MO",Platte, MO,MO,Missouri,29,County,Platte County,"Platte County, Missouri",Platte County29,40111
St. Louis Blues,"Fayette, IL",Fayette, IL,IL,Illinois,17,County,Fayette County,"Fayette County, Illinois",Fayette County17,19025
St. Louis Blues,"Washington, MO",Washington, MO,MO,Missouri,29,County,Washington County,"Washington County, Missouri",Washington County29,21219
St. Louis Blues,"Adair, MO",Adair, MO,MO,Missouri,29,County,Adair County,"Adair County, Missouri",Adair County29,#N/A
St. Louis Blues,"Cass, MO",Cass, MO,MO,Missouri,29,County,Cass County,"Cass County, Missouri",Cass County29,19025
St. Louis Blues,"Randolph, MO",Randolph, MO,MO,Missouri,29,County,Randolph County,"Randolph County, Missouri",Randolph County29,47059
St. Louis Blues,"Crawford, MO",Crawford, MO,MO,Missouri,29,County,Crawford County,"Crawford County, Missouri",Crawford County29,19025
St. Louis Blues,"Union, IL",Union, IL,IL,Illinois,17,County,Union County,"Union County, Illinois",Union County17,46007
St. Louis Blues,"Howell, MO",Howell, MO,MO,Missouri,29,County,Howell County,"Howell County, Missouri",Howell County29,26021
St. Louis Blues,"Shelby, IL",Shelby, IL,IL,Illinois,17,County,Shelby County,"Shelby County, Illinois",Shelby County17,47059
St. Louis Blues,"Johnson, MO",Johnson, MO,MO,Missouri,29,County,Johnson County,"Johnson County, Missouri",Johnson County29,47087
St. Louis Blues,"Miller, MO",Miller, MO,MO,Missouri,29,County,Miller County,"Miller County, Missouri",Miller County29,12069
St. Louis Blues,"Craighead, AR",Craighead, AR,AR,Arkansas,05,County,Craighead County,"Craighead County, Arkansas",Craighead County05,19025
St. Louis Blues,"Richland, IL",Richland, IL,IL,Illinois,17,County,Richland County,"Richland County, Illinois",Richland County17,47059
St. Louis Blues,"Ralls, MO",Ralls, MO,MO,Missouri,29,County,Ralls County,"Ralls County, Missouri",Ralls County29,47059
St. Louis Blues,"Montgomery, MO",Montgomery, MO,MO,Missouri,29,County,Montgomery County,"Montgomery County, Missouri",Montgomery County29,12069
St. Louis Blues,"Wyandotte, KS",Wyandotte, KS,KS,Kansas,20,County,Wyandotte County,"Wyandotte County, Kansas",Wyandotte County20,39175
St. Louis Blues,"Audrain, MO",Audrain, MO,MO,Missouri,29,County,Audrain County,"Audrain County, Missouri",Audrain County29,#N/A
St. Louis Blues,"Polk, MO",Polk, MO,MO,Missouri,29,County,Polk County,"Polk County, Missouri",Polk County29,40111
St. Louis Blues,"Lewis, MO",Lewis, MO,MO,Missouri,29,County,Lewis County,"Lewis County, Missouri",Lewis County29,48159
St. Louis Blues,"Pike, MO",Pike, MO,MO,Missouri,29,County,Pike County,"Pike County, Missouri",Pike County29,40111
St. Louis Blues,"Hamilton, IL",Hamilton, IL,IL,Illinois,17,County,Hamilton County,"Hamilton County, Illinois",Hamilton County17,27025
St. Louis Blues,"Douglas, IL",Douglas, IL,IL,Illinois,17,County,Douglas County,"Douglas County, Illinois",Douglas County17,19025
St. Louis Blues,"Dent, MO",Dent, MO,MO,Missouri,29,County,Dent County,"Dent County, Missouri",Dent County29,19025
St. Louis Blues,"Newton, MO",Newton, MO,MO,Missouri,29,County,Newton County,"Newton County, Missouri",Newton County29,12069
St. Louis Blues,"Macon, MO",Macon, MO,MO,Missouri,29,County,Macon County,"Macon County, Missouri",Macon County29,48159
St. Louis Blues,"Greene, IN",Greene, IN,IN,Indiana,18,County,Greene County,"Greene County, Indiana",Greene County18,27025
St. Louis Blues,"Moniteau, MO",Moniteau, MO,MO,Missouri,29,County,Moniteau County,"Moniteau County, Missouri",Moniteau County29,12069
St. Louis Blues,"Bollinger, MO",Bollinger, MO,MO,Missouri,29,County,Bollinger County,"Bollinger County, Missouri",Bollinger County29,#N/A
St. Louis Blues,"Gibson, IN",Gibson, IN,IN,Indiana,18,County,Gibson County,"Gibson County, Indiana",Gibson County18,42031
St. Louis Blues,"Hancock, IL",Hancock, IL,IL,Illinois,17,County,Hancock County,"Hancock County, Illinois",Hancock County17,27025
St. Louis Blues,"Massac, IL",Massac, IL,IL,Illinois,17,County,Massac County,"Massac County, Illinois",Massac County17,12069
St. Louis Blues,"Monroe, MO",Monroe, MO,MO,Missouri,29,County,Monroe County,"Monroe County, Missouri",Monroe County29,12069
St. Louis Blues,"Texas, MO",Texas, MO,MO,Missouri,29,County,Texas County,"Texas County, Missouri",Texas County29,46007
St. Louis Blues,"Saline, IL",Saline, IL,IL,Illinois,17,County,Saline County,"Saline County, Illinois",Saline County17,47059
St. Louis Blues,"Barry, MO",Barry, MO,MO,Missouri,29,County,Barry County,"Barry County, Missouri",Barry County29,#N/A
St. Louis Blues,"Calhoun, IL",Calhoun, IL,IL,Illinois,17,County,Calhoun County,"Calhoun County, Illinois",Calhoun County17,23001
St. Louis Blues,"Mississippi, MO",Mississippi, MO,MO,Missouri,29,County,Mississippi County,"Mississippi County, Missouri",Mississippi County29,12069
St. Louis Blues,"Carter, MO",Carter, MO,MO,Missouri,29,County,Carter County,"Carter County, Missouri",Carter County29,19025
St. Louis Blues,"Leavenworth, KS",Leavenworth, KS,KS,Kansas,20,County,Leavenworth County,"Leavenworth County, Kansas",Leavenworth County20,48159
St. Louis Blues,"Ripley, MO",Ripley, MO,MO,Missouri,29,County,Ripley County,"Ripley County, Missouri",Ripley County29,47059
St. Louis Blues,"Scott, IL",Scott, IL,IL,Illinois,17,County,Scott County,"Scott County, Illinois",Scott County17,47059
St. Louis Blues,"Baxter, AR",Baxter, AR,AR,Arkansas,05,County,Baxter County,"Baxter County, Arkansas",Baxter County05,#N/A
St. Louis Blues,"Lee, IA",Lee, IA,IA,Iowa,19,County,Lee County,"Lee County, Iowa",Lee County19,48159
St. Louis Blues,"Lawrence, IL",Lawrence, IL,IL,Illinois,17,County,Lawrence County,"Lawrence County, Illinois",Lawrence County17,48159
St. Louis Blues,"Clay, IL",Clay, IL,IL,Illinois,17,County,Clay County,"Clay County, Illinois",Clay County17,19025
St. Louis Blues,"Scotland, MO",Scotland, MO,MO,Missouri,29,County,Scotland County,"Scotland County, Missouri",Scotland County29,47059
St. Louis Blues,"Clay, AR",Clay, AR,AR,Arkansas,05,County,Clay County,"Clay County, Arkansas",Clay County05,19025
St. Louis Blues,"Stone, MO",Stone, MO,MO,Missouri,29,County,Stone County,"Stone County, Missouri",Stone County29,47059
St. Louis Blues,"Buchanan, MO",Buchanan, MO,MO,Missouri,29,County,Buchanan County,"Buchanan County, Missouri",Buchanan County29,#N/A
St. Louis Blues,"Knox, IN",Knox, IN,IN,Indiana,18,County,Knox County,"Knox County, Indiana",Knox County18,48159
St. Louis Blues,"New Madrid, MO",New Madrid, MO,MO,Missouri,29,County,New Madrid County,"New Madrid County, Missouri",New Madrid County29,12069
St. Louis Blues,"McDonough, IL",McDonough, IL,IL,Illinois,17,County,McDonough County,"McDonough County, Illinois",McDonough County17,12069
St. Louis Blues,"Edgar, IL",Edgar, IL,IL,Illinois,17,County,Edgar County,"Edgar County, Illinois",Edgar County17,19025
St. Louis Blues,"Cass, IL",Cass, IL,IL,Illinois,17,County,Cass County,"Cass County, Illinois",Cass County17,19025
St. Louis Blues,"DeWitt, IL",DeWitt, IL,IL,Illinois,17,County,DeWitt County,"DeWitt County, Illinois",DeWitt County17,19025
St. Louis Blues,"Maries, MO",Maries, MO,MO,Missouri,29,County,Maries County,"Maries County, Missouri",Maries County29,12069
St. Louis Blues,"Wayne, IL",Wayne, IL,IL,Illinois,17,County,Wayne County,"Wayne County, Illinois",Wayne County17,21219
St. Louis Blues,"Lafayette, MO",Lafayette, MO,MO,Missouri,29,County,Lafayette County,"Lafayette County, Missouri",Lafayette County29,48159
St. Louis Blues,"Menard, IL",Menard, IL,IL,Illinois,17,County,Menard County,"Menard County, Illinois",Menard County17,12069
St. Louis Blues,"Dunklin, MO",Dunklin, MO,MO,Missouri,29,County,Dunklin County,"Dunklin County, Missouri",Dunklin County29,19025
St. Louis Blues,"Clark, MO",Clark, MO,MO,Missouri,29,County,Clark County,"Clark County, Missouri",Clark County29,19025
St. Louis Blues,"White, IL",White, IL,IL,Illinois,17,County,White County,"White County, Illinois",White County17,48249
St. Louis Blues,"Wayne, MO",Wayne, MO,MO,Missouri,29,County,Wayne County,"Wayne County, Missouri",Wayne County29,21219
St. Louis Blues,"Lawrence, MO",Lawrence, MO,MO,Missouri,29,County,Lawrence County,"Lawrence County, Missouri",Lawrence County29,48159
St. Louis Blues,"Webster, MO",Webster, MO,MO,Missouri,29,County,Webster County,"Webster County, Missouri",Webster County29,48249
St. Louis Blues,"Douglas, KS",Douglas, KS,KS,Kansas,20,County,Douglas County,"Douglas County, Kansas",Douglas County20,19025
St. Louis Blues,"Cooper, MO",Cooper, MO,MO,Missouri,29,County,Cooper County,"Cooper County, Missouri",Cooper County29,19025
St. Louis Blues,"Pulaski, IL",Pulaski, IL,IL,Illinois,17,County,Pulaski County,"Pulaski County, Illinois",Pulaski County17,47059
St. Louis Blues,"Jasper, IL",Jasper, IL,IL,Illinois,17,County,Jasper County,"Jasper County, Illinois",Jasper County17,47087
St. Louis Blues,"Brown, IL",Brown, IL,IL,Illinois,17,County,Brown County,"Brown County, Illinois",Brown County17,#N/A
St. Louis Blues,"Shelby, MO",Shelby, MO,MO,Missouri,29,County,Shelby County,"Shelby County, Missouri",Shelby County29,47059
St. Louis Blues,"Barton, MO",Barton, MO,MO,Missouri,29,County,Barton County,"Barton County, Missouri",Barton County29,#N/A
St. Louis Blues,"Jefferson, IA",Jefferson, IA,IA,Iowa,19,County,Jefferson County,"Jefferson County, Iowa",Jefferson County19,47087
St. Louis Blues,"Linn, MO",Linn, MO,MO,Missouri,29,County,Linn County,"Linn County, Missouri",Linn County29,48159
St. Louis Blues,"Spencer, IN",Spencer, IN,IN,Indiana,18,County,Spencer County,"Spencer County, Indiana",Spencer County18,47059
St. Louis Blues,"Wright, MO",Wright, MO,MO,Missouri,29,County,Wright County,"Wright County, Missouri",Wright County29,1067
St. Louis Blues,"Dallas, MO",Dallas, MO,MO,Missouri,29,County,Dallas County,"Dallas County, Missouri",Dallas County29,19025
St. Louis Blues,"Howard, MO",Howard, MO,MO,Missouri,29,County,Howard County,"Howard County, Missouri",Howard County29,26021
St. Louis Blues,"Marion, AR",Marion, AR,AR,Arkansas,05,County,Marion County,"Marion County, Arkansas",Marion County05,12069
St. Louis Blues,"Moultrie, IL",Moultrie, IL,IL,Illinois,17,County,Moultrie County,"Moultrie County, Illinois",Moultrie County17,12069
St. Louis Blues,"Davis, IA",Davis, IA,IA,Iowa,19,County,Davis County,"Davis County, Iowa",Davis County19,19025
St. Louis Blues,"Boone, AR",Boone, AR,AR,Arkansas,05,County,Boone County,"Boone County, Arkansas",Boone County05,#N/A
St. Louis Blues,"Riley, KS",Riley, KS,KS,Kansas,20,County,Riley County,"Riley County, Kansas",Riley County20,47059
St. Louis Blues,"Floyd, VA",Floyd, VA,VA,Virginia,51,County,Floyd County,"Floyd County, Virginia",Floyd County51,19025
St. Louis Blues,"Morgan, MO",Morgan, MO,MO,Missouri,29,County,Morgan County,"Morgan County, Missouri",Morgan County29,12069
St. Louis Blues,"Neosho, KS",Neosho, KS,KS,Kansas,20,County,Neosho County,"Neosho County, Kansas",Neosho County20,12069
St. Louis Blues,"Iron, MO",Iron, MO,MO,Missouri,29,County,Iron County,"Iron County, Missouri",Iron County29,31045
St. Louis Blues,"Pettis, MO",Pettis, MO,MO,Missouri,29,County,Pettis County,"Pettis County, Missouri",Pettis County29,40111
St. Louis Blues,"Marshall, IL",Marshall, IL,IL,Illinois,17,County,Marshall County,"Marshall County, Illinois",Marshall County17,12069
St. Louis Blues,"Bryan, GA",Bryan, GA,GA,Georgia,13,County,Bryan County,"Bryan County, Georgia",Bryan County13,#N/A
St. Louis Blues,"Mason, IL",Mason, IL,IL,Illinois,17,County,Mason County,"Mason County, Illinois",Mason County17,12069
St. Louis Blues,"McDonald, MO",McDonald, MO,MO,Missouri,29,County,McDonald County,"McDonald County, Missouri",McDonald County29,12069
St. Louis Blues,"Cumberland, IL",Cumberland, IL,IL,Illinois,17,County,Cumberland County,"Cumberland County, Illinois",Cumberland County17,19025
St. Louis Blues,"Pope, AR",Pope, AR,AR,Arkansas,05,County,Pope County,"Pope County, Arkansas",Pope County05,40111
St. Louis Blues,"Henry, IA",Henry, IA,IA,Iowa,19,County,Henry County,"Henry County, Iowa",Henry County19,26021
St. Louis Blues,"Saline, MO",Saline, MO,MO,Missouri,29,County,Saline County,"Saline County, Missouri",Saline County29,47059
St. Louis Blues,"Cedar, MO",Cedar, MO,MO,Missouri,29,County,Cedar County,"Cedar County, Missouri",Cedar County29,19025
St. Louis Blues,"Miami, KS",Miami, KS,KS,Kansas,20,County,Miami County,"Miami County, Kansas",Miami County20,12069
St. Louis Blues,"Reynolds, MO",Reynolds, MO,MO,Missouri,29,County,Reynolds County,"Reynolds County, Missouri",Reynolds County29,47059
St. Louis Blues,"Wabash, IL",Wabash, IL,IL,Illinois,17,County,Wabash County,"Wabash County, Illinois",Wabash County17,21219
St. Louis Blues,"Jackson, OK",Jackson, OK,OK,Oklahoma,40,County,Jackson County,"Jackson County, Oklahoma",Jackson County40,31045
St. Louis Blues,"Pemiscot, MO",Pemiscot, MO,MO,Missouri,29,County,Pemiscot County,"Pemiscot County, Missouri",Pemiscot County29,40111
St. Louis Blues,"Schuyler, IL",Schuyler, IL,IL,Illinois,17,County,Schuyler County,"Schuyler County, Illinois",Schuyler County17,47059
St. Louis Blues,"Crittenden, KY",Crittenden, KY,KY,Kentucky,21,County,Crittenden County,"Crittenden County, Kentucky",Crittenden County21,19025
St. Louis Blues,"Lawrence, IN",Lawrence, IN,IN,Indiana,18,County,Lawrence County,"Lawrence County, Indiana",Lawrence County18,48159
St. Louis Blues,"Clay, IN",Clay, IN,IN,Indiana,18,County,Clay County,"Clay County, Indiana",Clay County18,19025
St. Louis Blues,"Andrew, MO",Andrew, MO,MO,Missouri,29,County,Andrew County,"Andrew County, Missouri",Andrew County29,#N/A
St. Louis Blues,"Shannon, MO",Shannon, MO,MO,Missouri,29,County,Shannon County,"Shannon County, Missouri",Shannon County29,47059
St. Louis Blues,"Ray, MO",Ray, MO,MO,Missouri,29,County,Ray County,"Ray County, Missouri",Ray County29,47059
St. Louis Blues,"Franklin, KS",Franklin, KS,KS,Kansas,20,County,Franklin County,"Franklin County, Kansas",Franklin County20,19025
St. Louis Blues,"Mississippi, AR",Mississippi, AR,AR,Arkansas,05,County,Mississippi County,"Mississippi County, Arkansas",Mississippi County05,12069
St. Louis Blues,"Grant, KS",Grant, KS,KS,Kansas,20,County,Grant County,"Grant County, Kansas",Grant County20,42031
St. Louis Blues,"Warren, IN",Warren, IN,IN,Indiana,18,County,Warren County,"Warren County, Indiana",Warren County18,21219
St. Louis Blues,"Pocahontas, IA",Pocahontas, IA,IA,Iowa,19,County,Pocahontas County,"Pocahontas County, Iowa",Pocahontas County19,40111
St. Louis Blues,"Allen, LA",Allen, LA,LA,Louisiana,22,Parish,Allen Parish,"Allen Parish, Louisiana",Allen Parish22,#N/A
St. Louis Blues,"Wapello, IA",Wapello, IA,IA,Iowa,19,County,Wapello County,"Wapello County, Iowa",Wapello County19,21219
St. Louis Blues,"Kearney, NE",Kearney, NE,NE,Nebraska,31,County,Kearney County,"Kearney County, Nebraska",Kearney County31,48159
St. Louis Blues,"Schuyler, MO",Schuyler, MO,MO,Missouri,29,County,Schuyler County,"Schuyler County, Missouri",Schuyler County29,47059
St. Louis Blues,"Chariton, MO",Chariton, MO,MO,Missouri,29,County,Chariton County,"Chariton County, Missouri",Chariton County29,19025
St. Louis Blues,"Benton, MO",Benton, MO,MO,Missouri,29,County,Benton County,"Benton County, Missouri",Benton County29,#N/A
St. Louis Blues,"Van Buren, IA",Van Buren, IA,IA,Iowa,19,County,Van Buren County,"Van Buren County, Iowa",Van Buren County19,46007
St. Louis Blues,"Daviess, MO",Daviess, MO,MO,Missouri,29,County,Daviess County,"Daviess County, Missouri",Daviess County29,19025
St. Louis Blues,"Rusk, WI",Rusk, WI,WI,Wisconsin,55,County,Rusk County,"Rusk County, Wisconsin",Rusk County55,47059
St. Louis Blues,"Grundy, MO",Grundy, MO,MO,Missouri,29,County,Grundy County,"Grundy County, Missouri",Grundy County29,27025
St. Louis Blues,"Poinsett, AR",Poinsett, AR,AR,Arkansas,05,County,Poinsett County,"Poinsett County, Arkansas",Poinsett County05,40111
St. Louis Blues,"Logan, OK",Logan, OK,OK,Oklahoma,40,County,Logan County,"Logan County, Oklahoma",Logan County40,48159
St. Louis Blues,"Vernon, MO",Vernon, MO,MO,Missouri,29,County,Vernon County,"Vernon County, Missouri",Vernon County29,46007
St. Louis Blues,"Boone, NE",Boone, NE,NE,Nebraska,31,County,Boone County,"Boone County, Nebraska",Boone County31,#N/A
St. Louis Blues,"Atascosa, TX",Atascosa, TX,TX,Texas,48,County,Atascosa County,"Atascosa County, Texas",Atascosa County48,#N/A
St. Louis Blues,"Butler, NE",Butler, NE,NE,Nebraska,31,County,Butler County,"Butler County, Nebraska",Butler County31,#N/A
St. Louis Blues,"Appanoose, IA",Appanoose, IA,IA,Iowa,19,County,Appanoose County,"Appanoose County, Iowa",Appanoose County19,#N/A
St. Louis Blues,"Hickory, MO",Hickory, MO,MO,Missouri,29,County,Hickory County,"Hickory County, Missouri",Hickory County29,26021
St. Louis Blues,"Pike, IN",Pike, IN,IN,Indiana,18,County,Pike County,"Pike County, Indiana",Pike County18,40111
St. Louis Blues,"Hamilton, KS",Hamilton, KS,KS,Kansas,20,County,Hamilton County,"Hamilton County, Kansas",Hamilton County20,27025
St. Louis Blues,"Harrison, IA",Harrison, IA,IA,Iowa,19,County,Harrison County,"Harrison County, Iowa",Harrison County19,26021
St. Louis Blues,"Atchison, MO",Atchison, MO,MO,Missouri,29,County,Atchison County,"Atchison County, Missouri",Atchison County29,#N/A
St. Louis Blues,"Clark, AR",Clark, AR,AR,Arkansas,05,County,Clark County,"Clark County, Arkansas",Clark County05,19025
St. Louis Blues,"Alexander, IL",Alexander, IL,IL,Illinois,17,County,Alexander County,"Alexander County, Illinois",Alexander County17,#N/A
St. Louis Blues,"Putnam, MO",Putnam, MO,MO,Missouri,29,County,Putnam County,"Putnam County, Missouri",Putnam County29,47059
St. Louis Blues,"Stark, IL",Stark, IL,IL,Illinois,17,County,Stark County,"Stark County, Illinois",Stark County17,47059
St. Louis Blues,"Jones, IA",Jones, IA,IA,Iowa,19,County,Jones County,"Jones County, Iowa",Jones County19,48159
St. Louis Blues,"Clinton, MO",Clinton, MO,MO,Missouri,29,County,Clinton County,"Clinton County, Missouri",Clinton County29,19025
St. Louis Blues,"Madison, NE",Madison, NE,NE,Nebraska,31,County,Madison County,"Madison County, Nebraska",Madison County31,48159
St. Louis Blues,"Oregon, MO",Oregon, MO,MO,Missouri,29,County,Oregon County,"Oregon County, Missouri",Oregon County29,40111
St. Louis Blues,"Adams, WI",Adams, WI,WI,Wisconsin,55,County,Adams County,"Adams County, Wisconsin",Adams County55,#N/A
St. Louis Blues,"Caldwell, LA",Caldwell, LA,LA,Louisiana,22,Parish,Caldwell Parish,"Caldwell Parish, Louisiana",Caldwell Parish22,23001
St. Louis Blues,"Ballard, KY",Ballard, KY,KY,Kentucky,21,County,Ballard County,"Ballard County, Kentucky",Ballard County21,#N/A
St. Louis Blues,"Dewey, OK",Dewey, OK,OK,Oklahoma,40,County,Dewey County,"Dewey County, Oklahoma",Dewey County40,19025
St. Louis Blues,"McIntosh, GA",McIntosh, GA,GA,Georgia,13,County,McIntosh County,"McIntosh County, Georgia",McIntosh County13,12069
St. Louis Blues,"Marshall, KS",Marshall, KS,KS,Kansas,20,County,Marshall County,"Marshall County, Kansas",Marshall County20,12069
St. Louis Blues,"Taylor, IA",Taylor, IA,IA,Iowa,19,County,Taylor County,"Taylor County, Iowa",Taylor County19,46007
St. Louis Blues,"Livingston, MO",Livingston, MO,MO,Missouri,29,County,Livingston County,"Livingston County, Missouri",Livingston County29,48159
St. Louis Blues,"Van Buren, AR",Van Buren, AR,AR,Arkansas,05,County,Van Buren County,"Van Buren County, Arkansas",Van Buren County05,46007
St. Louis Blues,"Knox, MO",Knox, MO,MO,Missouri,29,County,Knox County,"Knox County, Missouri",Knox County29,48159
St. Louis Blues,"Allen, KS",Allen, KS,KS,Kansas,20,County,Allen County,"Allen County, Kansas",Allen County20,#N/A
St. Louis Blues,"Monroe, MS",Monroe, MS,MS,Mississippi,28,County,Monroe County,"Monroe County, Mississippi",Monroe County28,12069
St. Louis Blues,"Jefferson Davis, MS",Jefferson Davis, MS,MS,Mississippi,28,County,Jefferson Davis County,"Jefferson Davis County, Mississippi",Jefferson Davis County28,47087
St. Louis Blues,"Juncos, PR",Juncos, PR,PR,Puerto Rico,72,County,Juncos County,"Juncos County, Puerto Rico",Juncos County72,48159
St. Louis Blues,"Alleghany, NC",Alleghany, NC,NC,North Carolina,37,County,Alleghany County,"Alleghany County, North Carolina",Alleghany County37,#N/A
